stat_id,strikes_per_minute,strike_accuracy,strikes_absorbed_per_minute,strike_defense,takedown_average,takedown_accuracy,takedown_defense,submission_average,fighters_id
3209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3209
3210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210
3211,0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0,3211
3212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3212
3213,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,3213
3214,2.17,0.34,2.08,0.7,0.0,0.0,0.76,0.7,3214
3215,3.18,0.39,3.73,0.5,0.24,0.9,0.57,0.2,3215
3216,2.84,0.43,3.1,0.52,1.18,0.26,0.5,0.7,3216
3217,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,3217
3218,2.89,0.48,2.95,0.56,2.68,0.39,0.41,1.0,3218
3219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3219
3220,0.0,0.0,5.8,0.13,0.0,0.0,0.0,0.0,3220
3221,6.19,0.69,7.91,0.37,2.58,0.1,0.5,5.2,3221
3222,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,3222
3223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3223
3224,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,3224
3225,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4,3225
3226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3226
3227,2.0,0.44,4.48,0.39,0.0,0.0,0.61,0.0,3227
3228,1.13,0.73,0.21,0.66,4.63,0.75,0.1,4.6,3228
3229,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,3229
3230,2.64,0.3,2.38,0.6,0.0,0.0,0.5,0.0,3230
3231,5.6,0.53,4.95,0.51,2.31,0.38,0.88,0.3,3231
3232,4.58,0.57,2.29,0.53,0.6,0.22,0.53,0.6,3232
3233,0.84,0.1,1.68,0.68,0.0,0.0,0.5,0.0,3233
3234,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0,3234
3235,0.81,0.33,3.23,0.38,9.09,0.75,0.0,0.0,3235
3236,4.65,0.46,3.99,0.52,0.69,0.27,0.58,0.7,3236
3237,4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0,3237
3238,4.64,0.46,3.04,0.55,0.28,0.5,0.62,0.2,3238
3239,7.5,0.49,5.47,0.58,0.59,0.54,0.57,0.1,3239
3240,0.9,0.27,3.89,0.4,1.42,0.5,0.44,0.0,3240
3241,2.13,0.44,3.15,0.46,1.13,0.5,0.64,1.1,3241
3242,3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7,3242
3243,1.59,0.37,6.11,0.5,0.0,0.0,0.0,0.0,3243
3244,3.4,0.48,2.63,0.57,4.06,0.51,0.66,0.0,3244
3245,3.54,0.48,2.41,0.57,1.21,0.53,0.69,1.2,3245
3246,9.28,0.43,12.83,0.42,0.0,0.0,0.1,0.0,3246
3247,2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0,3247
3248,3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5,3248
3249,3.17,0.44,3.2,0.46,0.0,0.0,0.58,0.0,3249
3250,4.79,0.38,5.76,0.58,1.22,0.5,0.1,0.6,3250
3251,0.66,0.15,1.71,0.65,0.0,0.0,0.0,0.0,3251
3252,1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5,3252
3253,4.92,0.39,6.42,0.55,0.46,0.5,0.66,0.0,3253
3254,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,3254
3255,3.33,0.57,2.41,0.39,2.5,0.5,0.5,1.2,3255
3256,0.6,0.4,2.4,0.4,1.0,0.1,0.16,0.0,3256
3257,3.78,0.51,2.13,0.54,4.49,0.55,0.28,0.9,3257
3258,2.17,0.55,4.77,0.46,1.63,0.1,0.1,3.3,3258
3259,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,3259
3260,5.87,0.52,4.0,0.65,2.0,0.22,0.1,0.0,3260
3261,2.6,0.48,3.27,0.5,1.0,0.8,0.0,1.0,3261
3262,4.93,0.47,8.07,0.43,0.0,0.0,0.66,0.0,3262
3263,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,3263
3264,2.1,0.37,3.02,0.39,1.97,0.66,0.7,1.0,3264
3265,2.18,0.3,2.18,0.63,2.72,0.33,0.0,0.0,3265
3266,5.9,0.51,5.51,0.5,1.56,0.62,0.84,0.2,3266
3267,3.54,0.47,3.39,0.57,0.46,0.28,0.57,0.5,3267
3268,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,3268
3269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3269
3270,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,3270
3271,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,3271
3272,6.22,0.55,4.84,0.49,1.09,0.46,0.7,0.0,3272
3273,7.19,0.46,10.66,0.44,1.12,0.18,0.5,0.6,3273
3274,1.55,0.43,1.43,0.51,4.02,0.39,0.0,1.3,3274
3275,2.33,0.33,6.13,0.44,0.0,0.0,0.1,0.0,3275
3276,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8,3276
3277,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,3277
3278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3278
3279,0.0,0.0,14.21,0.25,0.0,0.0,0.0,0.0,3279
3280,5.96,0.39,7.39,0.55,0.0,0.0,0.1,0.0,3280
3281,2.8,0.35,4.33,0.35,0.0,0.0,0.1,0.0,3281
3282,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0,3282
3283,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,3283
3284,0.53,0.33,1.06,0.33,0.0,0.0,0.5,0.0,3284
3285,3.73,0.38,4.51,0.48,0.0,0.0,0.58,0.1,3285
3286,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,3286
3287,0.54,0.21,3.22,0.28,2.69,0.33,0.0,0.0,3287
3288,0.87,0.46,3.0,0.26,0.0,0.0,0.1,0.0,3288
3289,3.65,0.49,4.34,0.55,0.7,0.36,0.56,0.3,3289
3290,2.13,0.49,1.87,0.47,0.0,0.0,0.28,1.0,3290
3291,0.0,0.0,1.63,0.14,0.0,0.0,0.0,4.1,3291
3292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3292
3293,4.46,0.39,3.06,0.47,0.75,0.75,0.45,1.2,3293
3294,3.48,0.48,2.63,0.52,0.0,0.0,0.72,0.0,3294
3295,3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7,3295
3296,2.48,0.45,1.85,0.53,1.97,0.45,0.37,1.2,3296
3297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3297
3298,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0,3298
3299,1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0,3299
3300,1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0,3300
3301,4.7,0.59,4.76,0.6,0.0,0.0,0.1,0.0,3301
3302,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0,3302
3303,2.56,0.64,1.67,0.28,1.43,0.31,0.21,0.0,3303
3304,1.4,0.33,1.4,0.75,0.0,0.0,0.1,20.9,3304
3305,0.79,0.27,4.96,0.37,2.05,0.83,0.33,0.8,3305
3306,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,3306
3307,5.59,0.61,2.06,0.79,0.0,0.0,0.0,0.0,3307
3308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3308
3309,2.75,0.44,3.78,0.5,0.6,0.1,0.0,0.0,3309
3310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3310
3311,0.57,0.45,0.96,0.66,5.73,0.6,0.0,1.0,3311
3312,5.32,0.46,4.18,0.51,0.91,0.28,0.47,0.7,3312
3313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313
3314,2.07,0.57,0.2,0.25,3.0,0.75,0.1,1.0,3314
3315,1.94,0.59,1.47,0.48,3.97,0.44,0.5,2.0,3315
3316,4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,3316
3317,4.7,0.46,5.66,0.47,1.54,0.62,0.75,0.3,3317
3318,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,3318
3319,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0,3319
3320,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,3320
3321,2.5,0.39,2.94,0.52,2.33,0.4,0.23,0.0,3321
3322,4.05,0.52,2.64,0.41,0.92,0.33,0.5,0.5,3322
3323,6.67,0.44,9.91,0.43,0.0,0.0,0.66,0.0,3323
3324,5.17,0.53,4.98,0.41,3.97,0.37,0.68,1.2,3324
3325,3.03,0.47,3.33,0.47,1.09,0.36,0.67,0.5,3325
3326,2.06,0.35,3.88,0.57,1.01,0.25,0.66,0.0,3326
3327,0.3,0.25,2.4,0.5,4.5,0.1,0.0,9.0,3327
3328,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,3328
3329,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,3329
3330,1.11,0.61,2.08,0.31,0.0,0.0,0.0,0.0,3330
3331,7.09,0.58,4.57,0.53,0.0,0.0,0.1,0.0,3331
3332,1.26,0.41,2.03,0.51,1.26,0.31,0.48,1.7,3332
3333,2.45,0.49,1.94,0.59,1.87,0.69,0.56,0.3,3333
3334,1.8,0.48,3.44,0.58,0.52,0.1,0.36,1.6,3334
3335,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,3335
3336,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,3336
3337,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0,3337
3338,5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,3338
3339,0.99,0.5,1.86,0.4,0.0,0.0,0.5,0.0,3339
3340,3.38,0.49,2.9,0.62,1.08,0.32,0.72,0.0,3340
3341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3341
3342,2.88,0.4,6.08,0.2,0.0,0.0,0.57,0.0,3342
3343,5.68,0.56,4.18,0.43,8.81,0.4,0.1,1.0,3343
3344,1.49,0.33,2.03,0.65,4.06,0.5,0.0,0.0,3344
3345,4.13,0.37,7.75,0.59,0.0,0.0,0.1,0.0,3345
3346,1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5,3346
3347,5.48,0.43,6.5,0.48,0.36,0.11,0.86,0.0,3347
3348,4.34,0.37,11.57,0.46,0.0,0.0,0.0,0.0,3348
3349,2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,3349
3350,1.32,0.4,2.64,0.5,9.89,0.5,0.0,9.9,3350
3351,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,3351
3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3352
3353,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,3353
3354,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,3354
3355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3355
3356,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,3356
3357,0.58,0.5,1.16,0.55,0.0,0.0,0.5,0.0,3357
3358,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,3358
3359,4.45,0.35,4.17,0.55,0.25,0.6,0.16,0.5,3359
3360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3360
3361,4.3,0.43,5.1,0.5,2.55,0.36,0.1,0.0,3361
3362,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7,3362
3363,0.0,0.0,6.45,0.35,0.0,0.0,0.5,0.0,3363
3364,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2,3364
3365,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,3365
3366,5.02,0.44,3.46,0.56,1.19,0.32,0.63,0.3,3366
3367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3367
3368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3368
3369,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0,3369
3370,3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,3370
3371,0.23,0.5,3.22,0.17,0.0,0.0,0.0,3.5,3371
3372,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0,3372
3373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3373
3374,4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0,3374
3375,3.6,0.51,2.53,0.74,0.0,0.0,0.8,0.0,3375
3376,6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0,3376
3377,0.82,0.42,1.65,0.4,0.0,0.0,0.0,2.8,3377
3378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3378
3379,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,3379
3380,3.44,0.49,3.58,0.36,2.66,0.5,0.53,1.1,3380
3381,1.47,0.39,5.53,0.56,1.0,0.5,0.1,0.0,3381
3382,3.87,0.49,4.87,0.42,0.0,0.0,0.25,0.0,3382
3383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383
3384,1.4,0.12,7.31,0.52,0.0,0.0,0.1,0.0,3384
3385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3385
3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3386
3387,3.94,0.36,6.01,0.49,0.78,0.1,0.5,0.4,3387
3388,4.4,0.57,4.0,0.64,0.0,0.0,0.0,0.0,3388
3389,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0,3389
3390,2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,3390
3391,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,3391
3392,1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3,3392
3393,2.77,0.34,4.17,0.41,2.5,0.29,0.75,0.0,3393
3394,3.4,0.31,4.4,0.64,0.0,0.0,0.75,0.0,3394
3395,4.42,0.58,3.12,0.5,0.97,0.53,0.42,0.1,3395
3396,3.39,0.48,2.64,0.58,2.0,0.76,0.86,1.1,3396
3397,4.4,0.54,4.07,0.53,1.0,0.1,0.66,1.0,3397
3398,1.55,0.48,7.09,0.26,0.0,0.0,0.25,0.0,3398
3399,4.26,0.37,5.12,0.5,1.9,0.5,0.73,0.0,3399
3400,4.35,0.6,4.31,0.45,3.8,0.54,0.87,1.2,3400
3401,4.28,0.51,4.15,0.61,1.62,0.4,0.8,1.2,3401
3402,5.67,0.55,2.73,0.52,1.0,0.5,0.86,0.0,3402
3403,4.77,0.46,1.85,0.57,0.0,0.0,0.0,0.0,3403
3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3404
3405,3.19,0.55,1.88,0.49,0.58,0.1,0.72,0.0,3405
3406,2.23,0.46,3.1,0.58,0.36,0.7,0.53,0.7,3406
3407,2.73,0.5,2.65,0.41,2.21,0.8,0.66,0.6,3407
3408,1.64,0.32,3.58,0.62,1.33,0.4,0.0,0.7,3408
3409,0.84,0.25,3.46,0.36,2.36,0.6,0.57,0.0,3409
3410,1.43,0.66,2.06,0.42,0.0,0.0,0.75,0.0,3410
3411,1.09,0.43,1.2,0.57,0.43,0.1,0.66,0.0,3411
3412,0.33,0.45,0.93,0.46,0.0,0.0,0.0,0.0,3412
3413,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,3413
3414,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,3414
3415,2.76,0.49,2.42,0.48,3.76,0.4,0.61,1.9,3415
3416,1.4,0.35,3.76,0.41,0.0,0.0,0.58,0.0,3416
3417,0.46,0.33,12.92,0.9,0.0,0.0,0.0,0.0,3417
3418,2.21,0.41,3.73,0.44,0.76,0.37,0.6,0.0,3418
3419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3419
3420,0.66,0.3,0.82,0.84,2.47,0.5,0.0,2.5,3420
3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421
3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3422
3423,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,3423
3424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3424
3425,1.48,0.22,2.96,0.75,3.7,0.1,0.0,0.0,3425
3426,1.39,0.45,6.95,0.23,0.0,0.0,0.12,0.0,3426
3427,2.54,0.41,2.37,0.48,7.63,0.75,0.0,2.5,3427
3428,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7,3428
3429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429
3430,2.27,0.28,3.03,0.52,0.0,0.0,0.1,0.0,3430
3431,2.2,0.35,3.33,0.48,3.0,0.75,0.25,2.0,3431
3432,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8,3432
3433,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0,3433
3434,1.43,0.42,1.07,0.54,3.0,0.42,0.0,1.0,3434
3435,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,3435
3436,1.33,0.36,3.0,0.47,0.0,0.0,0.1,0.0,3436
3437,0.72,0.26,2.12,0.55,1.31,0.4,0.0,0.4,3437
3438,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0,3438
3439,1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9,3439
3440,1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,3440
3441,2.84,0.52,2.64,0.48,0.0,0.0,0.44,0.0,3441
3442,1.2,0.5,1.31,0.53,0.0,0.0,0.47,1.1,3442
3443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3443
3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3444
3445,2.17,0.48,2.5,0.5,2.5,0.5,0.6,0.0,3445
3446,4.39,0.39,4.64,0.55,0.56,0.4,0.5,1.0,3446
3447,1.22,0.4,2.27,0.42,0.0,0.0,0.22,4.9,3447
3448,0.0,0.0,9.86,0.53,0.0,0.0,0.0,0.0,3448
3449,1.2,0.33,4.35,0.38,0.0,0.0,0.5,1.1,3449
3450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450
3451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3451
3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3452
3453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3453
3454,5.16,0.45,5.38,0.46,3.36,0.25,0.0,0.0,3454
3455,1.27,0.44,0.87,0.45,0.0,0.0,0.5,1.0,3455
3456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3456
3457,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,3457
3458,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,3458
3459,3.9,0.55,7.79,0.37,11.69,0.1,0.0,0.0,3459
3460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3460
3461,2.4,0.37,8.8,0.68,0.0,0.0,0.0,0.0,3461
3462,5.5,0.68,3.33,0.5,0.0,0.0,0.33,0.0,3462
3463,0.51,0.2,0.81,0.5,3.03,0.1,0.0,3.0,3463
3464,3.21,0.66,1.28,0.0,0.0,0.0,0.4,14.4,3464
3465,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,3465
3466,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,3466
3467,0.86,0.31,1.71,0.72,0.0,0.0,0.66,0.0,3467
3468,2.6,0.45,0.6,0.84,5.0,0.62,0.1,0.0,3468
3469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3469
3470,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5,3470
3471,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,3471
3472,3.77,0.42,4.24,0.54,1.01,0.57,0.45,0.4,3472
3473,0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,3473
3474,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,3474
3475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3475
3476,1.07,0.27,2.4,0.58,0.5,0.2,0.42,0.0,3476
3477,0.87,0.37,5.19,0.6,0.0,0.0,0.0,0.0,3477
3478,5.29,0.27,17.65,0.41,0.0,0.0,0.0,0.0,3478
3479,0.86,0.26,5.33,0.29,0.0,0.0,0.0,0.0,3479
3480,4.94,0.48,3.1,0.46,1.84,0.55,0.67,1.8,3480
3481,4.38,0.55,3.94,0.59,0.0,0.0,0.0,0.0,3481
3482,1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,3482
3483,0.0,0.0,1.73,0.43,1.0,0.1,0.0,2.0,3483
3484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3484
3485,1.58,0.26,1.89,0.61,2.84,0.25,0.84,0.0,3485
3486,0.0,0.0,3.33,0.75,0.0,0.0,0.0,0.0,3486
3487,7.17,0.52,4.33,0.47,9.69,0.71,0.5,0.0,3487
3488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3488
3489,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,3489
3490,2.4,0.67,0.53,0.5,0.0,0.0,0.72,3.0,3490
3491,3.78,0.5,3.85,0.47,1.97,0.38,0.65,0.5,3491
3492,6.33,0.52,8.18,0.32,1.46,0.5,0.0,0.0,3492
3493,3.42,0.5,5.87,0.31,0.97,0.25,0.2,1.9,3493
3494,2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0,3494
3495,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,3495
3496,1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,3496
3497,4.75,0.53,4.66,0.57,0.35,0.5,0.37,1.1,3497
3498,1.27,0.32,1.27,0.6,2.0,0.1,0.0,0.0,3498
3499,7.31,0.44,9.79,0.44,2.07,0.12,0.0,0.0,3499
3500,1.33,0.16,3.2,0.4,0.0,0.0,0.55,0.0,3500
3501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3501
3502,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,3502
3503,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,3503
3504,6.04,0.45,6.65,0.52,0.09,0.5,0.74,0.0,3504
3505,3.16,0.52,2.0,0.64,2.74,0.64,0.71,0.3,3505
3506,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,3506
3507,3.48,0.39,3.24,0.53,0.37,0.16,0.58,0.0,3507
3508,2.06,0.35,2.4,0.53,0.49,0.5,0.53,0.7,3508
3509,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,3509
3510,3.6,0.33,6.0,0.16,0.0,0.0,0.5,0.0,3510
3511,0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0,3511
3512,4.29,0.86,2.14,0.0,0.0,0.0,0.75,0.0,3512
3513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3513
3514,1.02,0.1,4.07,0.55,0.0,0.0,0.0,0.0,3514
3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3515
3516,4.36,0.6,1.71,0.63,0.0,0.0,0.0,0.0,3516
3517,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,3517
3518,0.87,0.32,0.87,0.58,0.0,0.0,0.23,0.0,3518
3519,1.03,0.34,2.63,0.53,1.79,0.73,0.82,0.4,3519
3520,2.5,0.3,5.67,0.55,0.0,0.0,0.66,0.0,3520
3521,3.6,0.58,2.31,0.56,3.22,0.39,0.74,0.6,3521
3522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3522
3523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523
3524,0.68,0.33,1.36,0.0,0.0,0.0,0.0,10.2,3524
3525,0.63,0.66,6.17,0.25,0.0,0.0,0.25,0.0,3525
3526,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,3526
3527,2.87,0.28,4.48,0.61,0.0,0.0,0.0,0.0,3527
3528,4.87,0.39,4.44,0.53,0.0,0.0,0.2,1.4,3528
3529,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,3529
3530,1.08,0.26,1.96,0.5,1.47,0.5,0.8,0.0,3530
3531,1.02,0.36,1.53,0.57,3.83,0.1,0.0,0.0,3531
3532,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,3532
3533,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,3533
3534,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,3534
3535,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,3535
3536,0.4,0.15,2.72,0.47,0.42,0.1,0.16,0.4,3536
3537,5.26,0.53,4.14,0.58,0.73,0.5,0.8,0.0,3537
3538,2.69,0.14,5.37,0.5,0.0,0.0,0.0,0.0,3538
3539,2.86,0.65,3.3,0.34,3.3,0.1,0.0,0.0,3539
3540,1.13,0.34,3.07,0.4,0.0,0.0,0.38,1.0,3540
3541,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8,3541
3542,0.09,0.11,5.9,0.38,0.0,0.0,0.0,0.0,3542
3543,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,3543
3544,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,3544
3545,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,3545
3546,1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0,3546
3547,0.67,0.5,0.73,0.67,0.0,0.0,0.25,1.0,3547
3548,3.66,0.43,4.53,0.53,0.39,0.5,0.69,0.8,3548
3549,5.4,0.5,1.8,0.59,1.0,0.1,0.71,0.0,3549
3550,6.33,0.51,5.93,0.57,0.0,0.0,0.42,0.0,3550
3551,3.85,0.47,5.28,0.41,0.78,0.23,0.74,0.0,3551
3552,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5,3552
3553,4.17,0.44,4.92,0.56,1.51,0.1,0.66,0.0,3553
3554,5.19,0.47,2.35,0.64,0.4,0.25,0.91,0.0,3554
3555,0.46,0.4,2.32,0.33,0.0,0.0,0.0,0.0,3555
3556,3.0,0.57,1.13,0.62,2.0,0.1,0.55,0.5,3556
3557,3.04,0.38,3.14,0.47,2.79,0.5,0.0,1.9,3557
3558,2.07,0.7,1.57,0.4,3.76,0.8,0.62,0.0,3558
3559,0.0,0.0,1.5,0.62,0.0,0.0,0.0,0.0,3559
3560,4.86,0.52,9.85,0.44,0.0,0.0,0.0,0.0,3560
3561,8.3,0.58,9.47,0.59,3.0,0.5,0.1,0.5,3561
3562,3.54,0.38,3.93,0.57,0.55,0.42,0.72,0.2,3562
3563,1.07,0.4,0.54,0.5,24.11,0.5,0.0,0.0,3563
3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3564
3565,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,3565
3566,3.19,0.63,4.56,0.47,6.84,0.28,0.0,0.0,3566
3567,0.79,0.21,1.92,0.74,0.0,0.0,0.5,0.0,3567
3568,2.98,0.43,3.87,0.61,5.17,0.44,0.75,0.3,3568
3569,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,3569
3570,0.98,0.51,2.95,0.37,0.0,0.0,0.4,2.3,3570
3571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3571
3572,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,3572
3573,0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2,3573
3574,2.72,0.42,6.17,0.57,0.0,0.0,0.75,0.0,3574
